Product_ID,Product_Name,Category,Screen_Size,Resolution,Panel_Type,Price_USD,MSRP_USD,Cost_USD,Margin_Percent,Weight_LBS,Dimensions,HDR_Support,Smart_TV,Refresh_Rate,Release_Year,Warranty_Years,Energy_Rating,Stock_Status
LCD-TV-40-01066,"LCD TV 40"" - Model 01066",LCD TV,40,4K UHD,DLP,523.49,641.79,324.71,38.0,41.6,35.6x20.4x2.8,No,N/A,N/A,2024,3,A+++,In Stock
LCD-TV-27-01067,"LCD TV 27"" - Model 01067",LCD TV,27,8K UHD,VA,455.27,559.69,290.41,36.0,29.7,24.0x13.8x2.8,Yes,Yes,75Hz,2024,1,A+,In Stock
LCD-TV-70-01068,"LCD TV 70"" - Model 01068",LCD TV,70,720p,OLED,727.17,901.12,463.12,36.0,70.2,62.3x35.7x3.0,No,N/A,144Hz,2024,2,A++,Pre-order
COMMERCIAL-DISPLAY-27-01069,"Commercial Display 27"" - Model 01069",Commercial Display,27,8K UHD,Laser,1014.05,1296.06,676.39,33.0,28.2,24.0x13.8x4.5,No,No,165Hz,2024,3,A+++,In Stock
OLED-TV-85-01070,"OLED TV 85"" - Model 01070",OLED TV,85,4K UHD,LCD,2574.62,3333.02,1291.0,50.0,75.1,75.7x43.4x3.4,Yes,Yes,75Hz,2023,3,A++,In Stock
LCD-TV-70-01071,"LCD TV 70"" - Model 01071",LCD TV,70,1080p,QLED,778.0,959.28,405.06,48.0,61.1,62.3x35.7x4.5,N/A,No,75Hz,2024,2,A+,Limited
COMPUTER-MONITOR-80-01072,"Computer Monitor 80"" - Model 01072",Computer Monitor,80,720p,IPS,931.33,1065.36,540.41,42.0,76.6,71.2x40.8x4.4,Yes,No,120Hz,2023,3,A+++,Pre-order
LCD-TV-98-01073,"LCD TV 98"" - Model 01073",LCD TV,98,1080p,N/A,1019.47,1144.98,674.99,34.0,88.5,87.2x50.0x3.5,Yes,N/A,N/A,2024,2,N/A,In Stock
LCD-TV-98-01074,"LCD TV 98"" - Model 01074",LCD TV,98,720p,VA,1045.98,1241.57,576.31,45.0,91.8,87.2x50.0x3.7,Yes,No,144Hz,2023,1,B+,Limited
COMMERCIAL-DISPLAY-75-01075,"Commercial Display 75"" - Model 01075",Commercial Display,75,4K UHD,DLP,1474.79,1736.12,783.05,47.0,74.1,66.8x38.2x4.2,No,Yes,60Hz,2024,2,A+++,In Stock
QLED-TV-70-01076,"QLED TV 70"" - Model 01076",QLED TV,70,720p,QLED,1614.93,1916.28,1121.64,31.0,63.0,62.3x35.7x4.1,No,No,144Hz,2024,2,A+,In Stock
OLED-TV-80-01077,"OLED TV 80"" - Model 01077",OLED TV,80,4K UHD,LCD,2393.2,2956.99,1429.76,40.0,77.2,71.2x40.8x4.7,Yes,No,N/A,2024,1,A+,Limited
COMPUTER-MONITOR-55-01078,"Computer Monitor 55"" - Model 01078",Computer Monitor,55,720p,QLED,653.63,822.77,406.47,38.0,52.2,49.0x28.1x3.8,N/A,N/A,60Hz,2024,2,B+,In Stock
QLED-TV-98-01079,"QLED TV 98"" - Model 01079",QLED TV,98,8K UHD,IPS,2053.36,2566.89,1162.14,43.0,84.9,87.2x50.0x4.1,N/A,N/A,240Hz,2024,3,A+++,In Stock
COMMERCIAL-DISPLAY-27-01080,"Commercial Display 27"" - Model 01080",Commercial Display,27,1080p,OLED,913.39,1083.44,581.92,36.0,29.7,24.0x13.8x4.9,Yes,Yes,240Hz,2023,3,B+,In Stock
COMPUTER-MONITOR-60-01081,"Computer Monitor 60"" - Model 01081",Computer Monitor,60,8K UHD,Laser,815.6,898.23,447.41,45.0,53.3,53.4x30.6x3.4,No,N/A,240Hz,2024,1,N/A,In Stock
ACCESSORIES-0-01082,Accessories - SKU 01082,Accessories,0,4K UHD,DLP,51.47,65.7,26.71,48.0,7.3,N/A,Yes,No,75Hz,2024,5,B+,Pre-order
QLED-TV-85-01083,"QLED TV 85"" - Model 01083",QLED TV,85,1440p,OLED,1854.27,2249.68,1257.26,32.0,76.0,75.7x43.4x2.3,No,No,120Hz,2024,5,B+,In Stock
QLED-TV-70-01084,"QLED TV 70"" - Model 01084",QLED TV,70,1440p,QLED,1577.42,1769.08,1088.76,31.0,63.5,62.3x35.7x2.4,Yes,Yes,75Hz,2024,3,A++,In Stock
PROJECTOR-45-01085,"Projector 45"" - Model 01085",Projector,45,8K UHD,OLED,1995.92,2222.94,1129.16,43.0,48.6,40.0x22.9x3.9,No,N/A,144Hz,2023,2,N/A,Limited
QLED-TV-45-01086,"QLED TV 45"" - Model 01086",QLED TV,45,720p,QLED,1156.67,1325.62,581.49,50.0,41.3,40.0x22.9x3.1,N/A,N/A,N/A,2024,2,N/A,Pre-order
PROJECTOR-70-01087,"Projector 70"" - Model 01087",Projector,70,720p,Laser,1340.93,1672.55,713.97,47.0,68.8,62.3x35.7x4.4,Yes,N/A,120Hz,2024,1,A+,Limited
LCD-TV-24-01088,"LCD TV 24"" - Model 01088",LCD TV,24,1440p,N/A,456.26,540.9,278.53,39.0,28.8,21.4x12.2x2.2,N/A,N/A,165Hz,2024,2,A+,In Stock
QLED-TV-77-01089,"QLED TV 77"" - Model 01089",QLED TV,77,1080p,IPS,1737.57,1981.77,998.49,43.0,68.8,68.5x39.3x2.3,No,No,75Hz,2024,3,A+++,Pre-order
COMPUTER-MONITOR-55-01090,"Computer Monitor 55"" - Model 01090",Computer Monitor,55,1080p,OLED,735.36,834.8,420.93,43.0,53.1,49.0x28.1x2.3,N/A,Yes,240Hz,2024,3,N/A,In Stock
COMMERCIAL-DISPLAY-65-01091,"Commercial Display 65"" - Model 01091",Commercial Display,65,8K UHD,N/A,1426.13,1801.97,925.68,35.0,62.8,57.9x33.1x4.0,No,Yes,240Hz,2024,3,B+,In Stock
QLED-TV-27-01092,"QLED TV 27"" - Model 01092",QLED TV,27,8K UHD,IPS,1004.54,1267.48,687.05,32.0,32.4,24.0x13.8x2.2,N/A,No,144Hz,2024,2,N/A,In Stock
COMMERCIAL-DISPLAY-75-01093,"Commercial Display 75"" - Model 01093",Commercial Display,75,720p,OLED,1595.6,1979.45,856.76,46.0,70.3,66.8x38.2x2.0,N/A,No,N/A,2024,2,A+++,In Stock
QLED-TV-43-01094,"QLED TV 43"" - Model 01094",QLED TV,43,720p,OLED,1204.34,1457.28,709.3,41.0,41.3,38.3x21.9x3.1,Yes,Yes,240Hz,2024,5,A+,In Stock
AUDIO-40-01095,"Audio 40"" - Model 01095",Audio,40,8K UHD,LCD,309.88,360.41,203.63,34.0,46.4,35.6x20.4x4.6,N/A,Yes,75Hz,2023,3,A+++,Pre-order
COMPUTER-MONITOR-48-01096,"Computer Monitor 48"" - Model 01096",Computer Monitor,48,8K UHD,LCD,717.38,919.09,415.49,42.0,43.7,42.7x24.5x4.9,N/A,N/A,120Hz,2024,2,N/A,In Stock
COMPUTER-MONITOR-24-01097,"Computer Monitor 24"" - Model 01097",Computer Monitor,24,8K UHD,DLP,412.88,530.67,207.6,50.0,25.0,21.4x12.2x2.4,No,Yes,75Hz,2023,3,A+++,In Stock
PROJECTOR-55-01098,"Projector 55"" - Model 01098",Projector,55,8K UHD,OLED,1697.18,2202.43,1181.65,30.0,49.6,49.0x28.1x3.0,Yes,Yes,60Hz,2023,2,N/A,In Stock
COMPUTER-MONITOR-32-01099,"Computer Monitor 32"" - Model 01099",Computer Monitor,32,720p,LCD,431.09,536.38,243.89,43.0,40.3,28.5x16.3x3.7,No,No,120Hz,2024,2,N/A,Pre-order
ACCESSORIES-0-01100,Accessories - SKU 01100,Accessories,0,720p,N/A,108.95,134.52,64.73,41.0,8.3,N/A,N/A,N/A,144Hz,2024,2,A+,In Stock
QLED-TV-27-01101,"QLED TV 27"" - Model 01101",QLED TV,27,1080p,OLED,932.97,1209.44,568.17,39.0,30.0,24.0x13.8x4.5,Yes,Yes,240Hz,2023,1,N/A,Limited
AUDIO-55-01102,"Audio 55"" - Model 01102",Audio,55,1080p,QLED,46.18,54.51,28.79,38.0,49.2,49.0x28.1x2.4,No,Yes,60Hz,2023,2,N/A,In Stock
QLED-TV-75-01103,"QLED TV 75"" - Model 01103",QLED TV,75,8K UHD,QLED,1613.81,1886.51,1035.28,36.0,66.2,66.8x38.2x4.7,Yes,Yes,165Hz,2023,2,A+,Limited
COMMERCIAL-DISPLAY-85-01104,"Commercial Display 85"" - Model 01104",Commercial Display,85,1440p,LCD,1665.01,2157.24,886.18,47.0,76.6,75.7x43.4x2.1,Yes,N/A,144Hz,2024,3,A+++,In Stock
COMPUTER-MONITOR-60-01105,"Computer Monitor 60"" - Model 01105",Computer Monitor,60,4K UHD,IPS,807.85,982.83,452.1,44.0,55.2,53.4x30.6x3.9,N/A,No,120Hz,2024,2,A+++,In Stock
PROJECTOR-98-01106,"Projector 98"" - Model 01106",Projector,98,720p,OLED,371.65,412.94,231.73,38.0,84.1,87.2x50.0x4.4,N/A,No,60Hz,2023,2,A+++,In Stock
COMPUTER-MONITOR-43-01107,"Computer Monitor 43"" - Model 01107",Computer Monitor,43,1440p,IPS,569.56,675.84,340.69,40.0,39.5,38.3x21.9x4.3,Yes,Yes,60Hz,2024,3,A+,In Stock
ACCESSORIES-0-01108,Accessories - SKU 01108,Accessories,0,1440p,Laser,284.34,313.81,164.38,42.0,1.4,N/A,No,Yes,144Hz,2024,2,A+,Pre-order
COMPUTER-MONITOR-24-01109,"Computer Monitor 24"" - Model 01109",Computer Monitor,24,1080p,LCD,464.78,541.05,300.03,35.0,28.8,21.4x12.2x2.6,No,No,60Hz,2024,3,B+,In Stock
ACCESSORIES-0-01110,Accessories - SKU 01110,Accessories,0,4K UHD,LCD,185.89,234.95,124.84,33.0,5.9,N/A,N/A,N/A,120Hz,2024,2,N/A,In Stock
OLED-TV-65-01111,"OLED TV 65"" - Model 01111",OLED TV,65,8K UHD,QLED,2053.2,2503.02,1210.85,41.0,58.4,57.9x33.1x3.7,N/A,Yes,N/A,2023,1,B+,In Stock
COMMERCIAL-DISPLAY-24-01112,"Commercial Display 24"" - Model 01112",Commercial Display,24,1080p,VA,972.95,1182.73,588.51,40.0,33.9,21.4x12.2x3.5,No,Yes,240Hz,2024,5,A+,In Stock
COMPUTER-MONITOR-32-01113,"Computer Monitor 32"" - Model 01113",Computer Monitor,32,1440p,VA,556.58,691.58,379.75,32.0,35.9,28.5x16.3x4.5,No,No,75Hz,2024,2,A+,In Stock
PROJECTOR-77-01114,"Projector 77"" - Model 01114",Projector,77,1080p,VA,528.65,615.46,291.31,45.0,71.0,68.5x39.3x4.0,Yes,N/A,120Hz,2024,2,B+,Pre-order
OLED-TV-85-01115,"OLED TV 85"" - Model 01115",OLED TV,85,8K UHD,DLP,2577.31,3032.27,1536.1,40.0,81.5,75.7x43.4x3.9,No,No,240Hz,2024,1,B+,Pre-order
PROJECTOR-50-01116,"Projector 50"" - Model 01116",Projector,50,720p,OLED,1908.55,2104.71,1037.06,46.0,46.8,44.5x25.5x4.1,No,Yes,120Hz,2024,2,B+,In Stock
PROJECTOR-27-01117,"Projector 27"" - Model 01117",Projector,27,1080p,Laser,1545.96,1737.44,894.77,42.0,30.7,24.0x13.8x4.1,Yes,No,144Hz,2023,2,A+,In Stock
ACCESSORIES-0-01118,Accessories - SKU 01118,Accessories,0,1440p,LCD,66.48,83.85,38.93,41.0,6.1,N/A,N/A,No,60Hz,2023,2,N/A,Pre-order
LCD-TV-65-01119,"LCD TV 65"" - Model 01119",LCD TV,65,8K UHD,OLED,771.71,863.74,450.17,42.0,59.7,57.9x33.1x4.1,No,N/A,75Hz,2024,3,A++,Limited
AUDIO-85-01120,"Audio 85"" - Model 01120",Audio,85,1440p,VA,123.38,155.96,63.79,48.0,78.0,75.7x43.4x3.7,Yes,Yes,75Hz,2023,1,A+++,In Stock
COMMERCIAL-DISPLAY-75-01121,"Commercial Display 75"" - Model 01121",Commercial Display,75,1440p,N/A,1469.93,1833.58,801.59,45.0,68.9,66.8x38.2x3.6,No,Yes,60Hz,2024,2,A+,In Stock
AUDIO-40-01122,"Audio 40"" - Model 01122",Audio,40,1080p,VA,50.79,63.29,33.16,35.0,46.7,35.6x20.4x3.5,N/A,Yes,60Hz,2023,5,B+,In Stock
LCD-TV-40-01123,"LCD TV 40"" - Model 01123",LCD TV,40,8K UHD,OLED,499.43,563.84,328.37,34.0,43.4,35.6x20.4x5.0,Yes,Yes,120Hz,2024,1,N/A,In Stock
ACCESSORIES-0-01124,Accessories - SKU 01124,Accessories,0,720p,DLP,170.54,188.17,92.34,46.0,8.8,N/A,No,Yes,75Hz,2024,2,A++,Limited
PROJECTOR-55-01125,"Projector 55"" - Model 01125",Projector,55,720p,LCD,1803.32,2101.24,1038.48,42.0,53.8,49.0x28.1x3.3,No,N/A,120Hz,2024,1,A+++,Limited
COMMERCIAL-DISPLAY-75-01126,"Commercial Display 75"" - Model 01126",Commercial Display,75,8K UHD,OLED,1462.6,1682.17,995.31,32.0,69.9,66.8x38.2x2.6,Yes,No,144Hz,2023,5,N/A,In Stock
AUDIO-43-01127,"Audio 43"" - Model 01127",Audio,43,4K UHD,DLP,144.36,175.55,98.0,32.0,48.1,38.3x21.9x4.5,Yes,No,120Hz,2024,3,B+,In Stock
OLED-TV-85-01128,"OLED TV 85"" - Model 01128",OLED TV,85,1080p,VA,2544.14,3096.54,1476.26,42.0,80.1,75.7x43.4x3.6,Yes,Yes,N/A,2024,2,B+,In Stock
ACCESSORIES-0-01129,Accessories - SKU 01129,Accessories,0,8K UHD,OLED,194.98,223.15,134.76,31.0,3.6,N/A,N/A,N/A,120Hz,2024,3,A++,In Stock
OLED-TV-98-01130,"OLED TV 98"" - Model 01130",OLED TV,98,1080p,VA,2839.59,3634.0,1560.06,45.0,90.9,87.2x50.0x3.7,Yes,Yes,144Hz,2024,3,A+++,Pre-order
COMMERCIAL-DISPLAY-40-01131,"Commercial Display 40"" - Model 01131",Commercial Display,40,720p,Laser,1122.74,1361.6,710.4,37.0,46.7,35.6x20.4x3.9,Yes,N/A,60Hz,2024,3,A++,Pre-order
COMMERCIAL-DISPLAY-80-01132,"Commercial Display 80"" - Model 01132",Commercial Display,80,8K UHD,QLED,1540.29,1937.26,855.13,44.0,78.5,71.2x40.8x3.7,No,N/A,60Hz,2024,3,A+,Pre-order
LCD-TV-75-01133,"LCD TV 75"" - Model 01133",LCD TV,75,720p,DLP,784.99,972.03,530.66,32.0,68.9,66.8x38.2x3.3,No,N/A,144Hz,2024,2,A+,Limited
AUDIO-77-01134,"Audio 77"" - Model 01134",Audio,77,720p,Laser,310.44,376.15,178.76,42.0,66.9,68.5x39.3x2.8,N/A,N/A,75Hz,2024,3,A+,In Stock
COMMERCIAL-DISPLAY-40-01135,"Commercial Display 40"" - Model 01135",Commercial Display,40,4K UHD,N/A,1104.48,1370.02,661.52,40.0,41.6,35.6x20.4x3.1,No,No,N/A,2023,1,N/A,In Stock
AUDIO-43-01136,"Audio 43"" - Model 01136",Audio,43,1080p,LCD,322.62,387.08,179.48,44.0,41.8,38.3x21.9x3.2,No,Yes,165Hz,2023,3,A++,In Stock
PROJECTOR-43-01137,"Projector 43"" - Model 01137",Projector,43,1080p,N/A,861.94,1094.62,517.78,40.0,43.6,38.3x21.9x4.8,Yes,N/A,120Hz,2024,3,N/A,In Stock
COMMERCIAL-DISPLAY-27-01138,"Commercial Display 27"" - Model 01138",Commercial Display,27,1440p,OLED,879.37,975.48,577.09,34.0,30.9,24.0x13.8x3.0,N/A,No,144Hz,2024,2,A+,In Stock
ACCESSORIES-0-01139,Accessories - SKU 01139,Accessories,0,1080p,DLP,291.75,352.73,189.08,35.0,6.8,N/A,No,N/A,75Hz,2024,2,N/A,In Stock
AUDIO-65-01140,"Audio 65"" - Model 01140",Audio,65,1080p,Laser,143.19,162.68,91.81,36.0,66.8,57.9x33.1x4.3,Yes,No,165Hz,2024,2,A++,In Stock
COMPUTER-MONITOR-32-01141,"Computer Monitor 32"" - Model 01141",Computer Monitor,32,1440p,DLP,472.37,542.5,300.44,36.0,33.8,28.5x16.3x3.6,No,No,165Hz,2024,2,B+,Pre-order
OLED-TV-83-01142,"OLED TV 83"" - Model 01142",OLED TV,83,4K UHD,Laser,2420.92,3118.63,1515.66,37.0,77.3,73.9x42.3x4.3,Yes,Yes,240Hz,2023,2,A++,In Stock
OLED-TV-43-01143,"OLED TV 43"" - Model 01143",OLED TV,43,8K UHD,Laser,1616.54,1871.18,1067.95,34.0,43.5,38.3x21.9x3.6,N/A,Yes,75Hz,2024,3,B+,Pre-order
ACCESSORIES-0-01144,Accessories - SKU 01144,Accessories,0,1080p,LCD,144.71,183.97,75.67,48.0,2.0,N/A,Yes,Yes,144Hz,2024,2,N/A,In Stock
ACCESSORIES-0-01145,Accessories - SKU 01145,Accessories,0,1080p,LCD,127.86,148.97,80.55,37.0,6.6,N/A,N/A,N/A,165Hz,2024,2,A+++,In Stock
ACCESSORIES-0-01146,Accessories - SKU 01146,Accessories,0,1440p,N/A,319.32,389.57,208.07,35.0,8.7,N/A,N/A,N/A,75Hz,2024,5,A+++,In Stock
QLED-TV-50-01147,"QLED TV 50"" - Model 01147",QLED TV,50,1080p,LCD,1211.45,1517.53,659.41,46.0,50.5,44.5x25.5x3.5,No,No,60Hz,2024,5,N/A,In Stock
AUDIO-85-01148,"Audio 85"" - Model 01148",Audio,85,8K UHD,N/A,156.37,199.48,88.92,43.0,78.0,75.7x43.4x3.0,N/A,Yes,75Hz,2024,3,B+,In Stock
COMPUTER-MONITOR-40-01149,"Computer Monitor 40"" - Model 01149",Computer Monitor,40,8K UHD,DLP,512.55,639.81,275.78,46.0,45.7,35.6x20.4x2.6,N/A,No,240Hz,2024,3,A++,Pre-order
AUDIO-55-01150,"Audio 55"" - Model 01150",Audio,55,8K UHD,IPS,223.15,268.07,127.18,43.0,52.0,49.0x28.1x4.7,No,No,240Hz,2024,1,A+,In Stock
PROJECTOR-98-01151,"Projector 98"" - Model 01151",Projector,98,720p,Laser,674.28,772.6,389.41,42.0,85.5,87.2x50.0x4.8,No,No,60Hz,2023,3,A++,In Stock
AUDIO-75-01152,"Audio 75"" - Model 01152",Audio,75,8K UHD,N/A,212.64,241.26,137.2,35.0,71.6,66.8x38.2x4.0,No,Yes,N/A,2024,3,A++,In Stock
COMPUTER-MONITOR-80-01153,"Computer Monitor 80"" - Model 01153",Computer Monitor,80,8K UHD,LCD,1019.35,1243.61,706.05,31.0,70.9,71.2x40.8x2.0,N/A,Yes,240Hz,2023,2,A+,In Stock
AUDIO-70-01154,"Audio 70"" - Model 01154",Audio,70,4K UHD,IPS,118.22,130.32,73.42,38.0,67.6,62.3x35.7x3.1,N/A,Yes,60Hz,2023,2,A++,In Stock
AUDIO-60-01155,"Audio 60"" - Model 01155",Audio,60,1080p,VA,163.92,182.98,110.01,33.0,56.3,53.4x30.6x4.4,No,N/A,60Hz,2024,5,A+,Pre-order
OLED-TV-24-01156,"OLED TV 24"" - Model 01156",OLED TV,24,1080p,IPS,1363.22,1519.65,870.62,36.0,24.8,21.4x12.2x4.9,N/A,N/A,240Hz,2024,1,A+,In Stock
AUDIO-48-01157,"Audio 48"" - Model 01157",Audio,48,720p,QLED,177.63,221.98,105.99,40.0,48.4,42.7x24.5x4.0,Yes,Yes,240Hz,2024,1,N/A,In Stock
OLED-TV-60-01158,"OLED TV 60"" - Model 01158",OLED TV,60,8K UHD,IPS,1974.9,2532.01,1207.13,39.0,62.4,53.4x30.6x3.1,No,N/A,120Hz,2024,3,A+++,In Stock
AUDIO-60-01159,"Audio 60"" - Model 01159",Audio,60,720p,N/A,214.74,258.45,118.1,45.0,57.6,53.4x30.6x2.6,No,N/A,N/A,2024,2,N/A,Limited
QLED-TV-55-01160,"QLED TV 55"" - Model 01160",QLED TV,55,8K UHD,OLED,1344.44,1718.68,885.82,34.0,50.5,49.0x28.1x4.3,N/A,No,240Hz,2024,2,A+++,Limited
QLED-TV-75-01161,"QLED TV 75"" - Model 01161",QLED TV,75,4K UHD,QLED,1614.21,1986.21,1071.09,34.0,67.4,66.8x38.2x4.3,Yes,No,165Hz,2024,2,A+++,Pre-order
OLED-TV-27-01162,"OLED TV 27"" - Model 01162",OLED TV,27,720p,N/A,1411.23,1652.6,802.75,43.0,34.0,24.0x13.8x2.6,No,N/A,60Hz,2024,3,A+,Limited
COMMERCIAL-DISPLAY-43-01163,"Commercial Display 43"" - Model 01163",Commercial Display,43,1440p,IPS,1153.59,1487.37,632.18,45.0,41.6,38.3x21.9x3.4,N/A,N/A,165Hz,2023,2,A++,In Stock
AUDIO-48-01164,"Audio 48"" - Model 01164",Audio,48,720p,Laser,271.95,322.98,160.71,41.0,51.4,42.7x24.5x3.2,Yes,Yes,165Hz,2024,3,B+,Pre-order
ACCESSORIES-0-01165,Accessories - SKU 01165,Accessories,0,1440p,VA,239.67,281.79,128.88,46.0,5.2,N/A,No,No,240Hz,2024,3,A+++,In Stock
OLED-TV-43-01166,"OLED TV 43"" - Model 01166",OLED TV,43,1440p,Laser,1631.99,2101.39,879.57,46.0,43.6,38.3x21.9x2.1,No,No,60Hz,2024,1,A+,In Stock
ACCESSORIES-0-01167,Accessories - SKU 01167,Accessories,0,1440p,DLP,67.72,84.83,38.64,43.0,1.2,N/A,No,No,60Hz,2024,3,A++,Pre-order
LCD-TV-77-01168,"LCD TV 77"" - Model 01168",LCD TV,77,4K UHD,QLED,846.91,1004.07,498.42,41.0,72.0,68.5x39.3x3.4,No,Yes,240Hz,2024,2,A++,Limited
PROJECTOR-98-01169,"Projector 98"" - Model 01169",Projector,98,1440p,OLED,1267.1,1557.15,640.35,49.0,85.7,87.2x50.0x2.1,N/A,N/A,165Hz,2024,3,A+,Limited
LCD-TV-60-01170,"LCD TV 60"" - Model 01170",LCD TV,60,720p,IPS,722.14,904.58,453.68,37.0,62.1,53.4x30.6x5.0,No,No,120Hz,2024,1,A+,Pre-order
COMPUTER-MONITOR-98-01171,"Computer Monitor 98"" - Model 01171",Computer Monitor,98,1080p,QLED,1116.59,1359.0,579.17,48.0,92.9,87.2x50.0x2.4,No,No,120Hz,2024,2,A++,In Stock
COMMERCIAL-DISPLAY-50-01172,"Commercial Display 50"" - Model 01172",Commercial Display,50,8K UHD,OLED,1178.71,1512.6,625.22,47.0,53.8,44.5x25.5x2.7,Yes,No,75Hz,2023,3,A++,Pre-order
AUDIO-85-01173,"Audio 85"" - Model 01173",Audio,85,8K UHD,N/A,139.12,175.04,78.36,44.0,82.0,75.7x43.4x3.7,Yes,Yes,N/A,2024,2,B+,In Stock
OLED-TV-77-01174,"OLED TV 77"" - Model 01174",OLED TV,77,1440p,OLED,2297.77,2958.28,1241.74,46.0,72.7,68.5x39.3x4.5,No,Yes,165Hz,2024,2,A++,In Stock
QLED-TV-80-01175,"QLED TV 80"" - Model 01175",QLED TV,80,1440p,LCD,1663.91,2153.59,1036.15,38.0,77.6,71.2x40.8x3.9,N/A,Yes,75Hz,2023,3,B+,Pre-order
QLED-TV-24-01176,"QLED TV 24"" - Model 01176",QLED TV,24,1080p,QLED,896.77,1084.86,482.22,46.0,29.5,21.4x12.2x2.7,N/A,No,75Hz,2024,2,A++,In Stock
ACCESSORIES-0-01177,Accessories - SKU 01177,Accessories,0,1440p,N/A,308.11,364.93,173.93,44.0,8.4,N/A,Yes,Yes,165Hz,2024,3,A+,In Stock
LCD-TV-32-01178,"LCD TV 32"" - Model 01178",LCD TV,32,1440p,OLED,529.92,679.37,282.66,47.0,32.1,28.5x16.3x2.8,No,Yes,75Hz,2024,3,A+,In Stock
OLED-TV-85-01179,"OLED TV 85"" - Model 01179",OLED TV,85,1080p,N/A,2545.74,3046.91,1578.91,38.0,82.1,75.7x43.4x2.8,Yes,No,60Hz,2024,2,B+,In Stock
COMPUTER-MONITOR-24-01180,"Computer Monitor 24"" - Model 01180",Computer Monitor,24,720p,N/A,407.4,452.78,237.34,42.0,32.5,21.4x12.2x2.6,Yes,Yes,165Hz,2024,1,N/A,Pre-order
ACCESSORIES-0-01181,Accessories - SKU 01181,Accessories,0,8K UHD,DLP,191.45,230.69,130.2,32.0,4.7,N/A,N/A,No,144Hz,2023,1,N/A,In Stock
LCD-TV-43-01182,"LCD TV 43"" - Model 01182",LCD TV,43,4K UHD,Laser,570.58,718.03,324.81,43.0,43.7,38.3x21.9x4.5,No,No,75Hz,2023,5,B+,In Stock
QLED-TV-98-01183,"QLED TV 98"" - Model 01183",QLED TV,98,1440p,IPS,1977.89,2508.68,1366.65,31.0,84.1,87.2x50.0x3.0,N/A,No,240Hz,2024,3,A+,In Stock
COMMERCIAL-DISPLAY-85-01184,"Commercial Display 85"" - Model 01184",Commercial Display,85,8K UHD,QLED,1703.25,2145.84,856.93,50.0,76.3,75.7x43.4x4.5,No,N/A,60Hz,2024,3,A+,Limited
COMPUTER-MONITOR-70-01185,"Computer Monitor 70"" - Model 01185",Computer Monitor,70,720p,N/A,898.67,1017.1,523.21,42.0,68.2,62.3x35.7x3.1,N/A,No,60Hz,2024,5,A++,In Stock
ACCESSORIES-0-01186,Accessories - SKU 01186,Accessories,0,720p,N/A,100.64,115.73,60.45,40.0,9.1,N/A,No,N/A,60Hz,2024,1,A+++,In Stock
LCD-TV-24-01187,"LCD TV 24"" - Model 01187",LCD TV,24,720p,QLED,372.93,428.17,239.38,36.0,25.4,21.4x12.2x4.6,Yes,Yes,N/A,2024,2,A+++,In Stock
OLED-TV-70-01188,"OLED TV 70"" - Model 01188",OLED TV,70,1440p,LCD,2168.2,2599.15,1441.91,33.0,70.8,62.3x35.7x4.7,Yes,N/A,240Hz,2024,3,N/A,Pre-order
ACCESSORIES-0-01189,Accessories - SKU 01189,Accessories,0,4K UHD,LCD,360.03,460.84,248.29,31.0,2.8,N/A,No,N/A,N/A,2024,3,A+,Limited
PROJECTOR-80-01190,"Projector 80"" - Model 01190",Projector,80,4K UHD,LCD,1878.58,2351.37,1087.07,42.0,77.4,71.2x40.8x2.6,No,Yes,165Hz,2023,3,N/A,In Stock
COMMERCIAL-DISPLAY-65-01191,"Commercial Display 65"" - Model 01191",Commercial Display,65,1080p,LCD,1436.0,1622.95,961.48,33.0,62.4,57.9x33.1x2.2,Yes,No,75Hz,2024,2,A+++,In Stock
COMPUTER-MONITOR-75-01192,"Computer Monitor 75"" - Model 01192",Computer Monitor,75,1080p,IPS,860.16,1085.79,468.17,46.0,73.9,66.8x38.2x3.2,N/A,N/A,240Hz,2023,3,B+,Limited
QLED-TV-43-01193,"QLED TV 43"" - Model 01193",QLED TV,43,8K UHD,QLED,1116.84,1450.55,626.28,44.0,42.3,38.3x21.9x3.1,Yes,No,60Hz,2024,1,A++,In Stock
LCD-TV-24-01194,"LCD TV 24"" - Model 01194",LCD TV,24,1080p,DLP,364.93,438.11,224.8,38.0,32.7,21.4x12.2x3.9,No,Yes,144Hz,2024,2,A++,In Stock
PROJECTOR-65-01195,"Projector 65"" - Model 01195",Projector,65,1440p,LCD,1435.68,1710.53,980.69,32.0,63.4,57.9x33.1x3.5,N/A,No,120Hz,2024,3,N/A,Limited
ACCESSORIES-0-01196,Accessories - SKU 01196,Accessories,0,720p,DLP,383.48,437.6,218.9,43.0,6.1,N/A,No,Yes,N/A,2023,2,A+,In Stock
COMPUTER-MONITOR-32-01197,"Computer Monitor 32"" - Model 01197",Computer Monitor,32,1080p,IPS,512.82,622.37,313.02,39.0,34.3,28.5x16.3x3.5,N/A,No,240Hz,2024,5,B+,In Stock
OLED-TV-55-01198,"OLED TV 55"" - Model 01198",OLED TV,55,8K UHD,DLP,1912.85,2361.34,1036.11,46.0,56.4,49.0x28.1x3.7,Yes,Yes,75Hz,2024,2,B+,In Stock
